Date,KODEX 인버스
2018-10-12,6880.0
2018-10-15,6930.0
2018-10-16,6950.0
2018-10-17,6850.0
2018-10-18,6915.0
2018-10-19,6890.0
2018-10-22,6875.0
2018-10-23,7075.0
2018-10-24,7100.0
2018-10-25,7205.0
2018-10-26,7325.0
2018-10-29,7380.0
2018-10-30,7325.0
2018-10-31,7300.0
2018-11-01,7335.0
2018-11-02,7060.0
2018-11-05,7115.0
2018-11-06,7075.0
2018-11-07,7115.0
2018-11-08,7055.0
2018-11-09,7095.0
2018-11-12,7080.0
2018-11-13,7135.0
2018-11-14,7150.0
2018-11-15,7080.0
2018-11-16,7090.0
2018-11-19,7060.0
2018-11-20,7130.0
2018-11-21,7165.0
2018-11-22,7175.0
2018-11-23,7235.0
2018-11-26,7130.0
2018-11-27,7085.0
2018-11-28,7040.0
2018-11-29,7025.0
2018-11-30,7090.0
2018-12-03,6965.0
2018-12-04,7050.0
2018-12-05,7085.0
2018-12-06,7190.0
2018-12-07,7165.0
2018-12-10,7235.0
2018-12-11,7245.0
2018-12-12,7145.0
2018-12-13,7120.0
2018-12-14,7240.0
2018-12-17,7210.0
2018-12-18,7240.0
2018-12-19,7190.0
2018-12-20,7270.0
2018-12-21,7270.0
2018-12-24,7265.0
2018-12-26,7375.0
2018-12-27,7280.0
2018-12-28,7240.0
2019-01-02,7325.0
2019-01-03,7415.0
2019-01-04,7345.0
2019-01-07,7240.0
2019-01-08,7290.0
2019-01-09,7145.0
2019-01-10,7145.0
2019-01-11,7095.0
2019-01-14,7165.0
2019-01-15,7015.0
2019-01-16,6990.0
2019-01-17,6980.0
2019-01-18,6920.0
2019-01-21,6920.0
2019-01-22,6955.0
2019-01-23,6910.0
2019-01-24,6860.0
2019-01-25,6725.0
2019-01-28,6735.0
2019-01-29,6715.0
2019-01-30,6635.0
2019-01-31,6645.0
2019-02-01,6665.0
2019-02-07,6655.0
2019-02-08,6750.0
2019-02-11,6740.0
2019-02-12,6700.0
2019-02-13,6670.0
2019-02-14,6610.0
2019-02-15,6695.0
2019-02-18,6640.0
2019-02-19,6670.0
2019-02-20,6595.0
2019-02-21,6595.0
2019-02-22,6590.0
2019-02-25,6580.0
2019-02-26,6600.0
2019-02-27,6580.0
2019-02-28,6695.0
2019-03-04,6725.0
2019-03-05,6780.0
2019-03-06,6800.0
2019-03-07,6820.0
2019-03-08,6915.0
2019-03-11,6905.0
2019-03-12,6835.0
2019-03-13,6885.0
2019-03-14,6870.0
2019-03-15,6795.0
2019-03-18,6790.0
2019-03-19,6795.0
